Site Number,Site Name,Country,City,State,Zip,Status
358,Ehime Prefectural Central Hospital,Japan,"Ehime, Matsuyama",,790-0024,Completed
359,Matsuyama Shimin Hospital,Japan,"Ehime, Matsuyama",,790-0067,Completed
360,Uwajima City Hospital,Japan,"Ehime, Uwajima",,798-8510,Completed
361,Fukuiken Saiseikai Hospital,Japan,"Fukui, Fukui",,918-8503,Completed
362,Fukuoka University Chikushi Hospital,Japan,"Fukuoka, Chikushino",,818-8502,Completed
363,Fukuokaken Saiseikai Futsukaichi Hospital,Japan,"Fukuoka, Chikushino",,818-8516,Completed
364,Saiseikai Fukuoka General Hospital,Japan,"Fukuoka, Fukuoka",,810-0001,Completed
365,National Hospital Organization Kyushu Medical Center,Japan,"Fukuoka, Fukuoka",,810-8563,Completed
366,Kyushu University Hospital,Japan,"Fukuoka, Fukuoka",,812-8582,Completed
367,"Aso Co.,Ltd Iizuka Hospital",Japan,"Fukuoka, Iizuka",,820-8505,Completed
368,Steel Memorial Yawata Hospital,Japan,"Fukuoka, Kitakyushu",,805-8508,Completed
369,Japan Community Health Care Organization Kyushu Hospital,Japan,"Fukuoka, Kitakyushu",,806-8501,Completed
370,Ogaki Municipal Hospital,Japan,"Gifu, Ogaki",,503-8502,Completed
371,Chuno Kosei Hospital,Japan,"Gifu, Seki",,501-3802,Completed
372,Fukuyama City Hospital,Japan,"Hiroshima, Fukuyama",,721-8511,Completed
373,JA Hiroshima General Hospital,Japan,"Hiroshima, Hatsukaichi",,738-8503,Completed
374,Shobara Red Cross Hospital,Japan,"Hiroshima, Shobara",,727-0013,Completed
375,National Hospital Organization Hakodate Hospital,Japan,"Hokkaido, Hakodate",,041-8512,Completed
376,Teine Keijinkai Clinic,Japan,"Hokkaido, Sapporo",,006-0811,Completed
377,Tomakomai City Hospital,Japan,"Hokkaido, Tomakomai",,053-8567,Completed
378,Hyogo Prefectural Amagasaki General Medical Center,Japan,"Hyogo, Amagasaki",,660-8550,Completed
379,Hyogo Brain and Heart Center,Japan,"Hyogo, Himeji",,670-0981,Completed
380,National Hospital Organization Kobe Medical Center,Japan,"Hyogo, Kobe",,654-0155,Completed
381,Mito Medical Center,Japan,"Ibaraki, Higashiibaraki-gun",,311-3193,Completed
382,National Hospital Organization Kanazawa Medical Center,Japan,"Ishikawa, Kanazawa",,920-8650,Completed
383,Mitoyo General Hospital,Japan,"Kagawa, Kanonji",,769-1695,Completed
384,Kagawa Prefectural Central Hospital,Japan,"Kagawa, Takamatsu",,760-8557,Completed
385,Yamamoto Clinic,Japan,"Kanagawa, Sagamihara",,252-0311,Completed
386,Kanagawa Cardiovascular and Respiratory Center,Japan,"Kanagawa, Yokohama",,236-0051,Completed
387,Japanese Red Cross Kumamoto Hospital,Japan,"Kumamoto, Kumamoto",,861-8520,Completed
388,Seiwakai Suizenji Touya Hospital,Japan,"Kumamoto, Kumamoto",,862-0950,Completed
389,Kumamoto Rosai Hospital,Japan,"Kumamoto, Yatsushiro",,866-8533,Completed
390,Uji-Tokushukai Medical Center,Japan,"Kyoto, Uji",,611-0041,Completed
391,Sendai Kousei Hospital,Japan,"Miyagi, Sendai",,980-0873,Completed
392,Sendai Tokushukai Hospital,Japan,"Miyagi, Sendai",,981-3131,Completed
393,The Cardiovascular Center of Sendai,Japan,"Miyagi, Sendai",,981-3133,Completed
394,National Hospital Organization Sendai Medical Center,Japan,"Miyagi, Sendai",,983-8520,Completed
395,Miyazaki Medical Association Hospital,Japan,"Miyazaki, Miyazaki",,880-0834,Completed
396,Hokushin General Hospital,Japan,"Nagano, Nakano",,383-8505,Completed
397,Nagasaki Medical Center,Japan,"Nagasaki, Omura",,856-8562,Completed
398,Okayama City General Medical Center,Japan,"Okayama, Okayama",,700-8557,Completed
399,Naha City Hospital,Japan,"Okinawa, Naha",,902-8511,Completed
400,Nanbu Tokushukai Hospital,Japan,"Okinawa, Shimajiri-gun",,901-0493,Completed
401,Urasoe General Hospital,Japan,"Okinawa, Urasoe",,901-2132,Completed
402,Higashiosaka City Medical Center,Japan,"Osaka, Higashiosaka",,578-8588,Completed
403,Kitano Hospital,Japan,"Osaka, Osaka",,530-8480,Completed
404,Yodogawa Christian Hospital,Japan,"Osaka, Osaka",,533-0024,Completed
405,Seichokai Bell Land General Hospital,Japan,"Osaka, Sakai",,599-8247,Completed
406,Hokusetsu General Hospital,Japan,"Osaka, Takatsuki",,569-8585,Completed
407,San-Ai Hospital,Japan,"Saitama, Saitama",,338-0837,Completed
408,Kosekai Iwatsuki-minami Hospital,Japan,"Saitama, Saitama",,339-0033,Completed
409,Kusatsu General Hospital,Japan,"Shiga, Kusatsu",,525-8585,Completed
410,Tokushima Prefectural Central Hospital,Japan,"Tokushima, Tokushima",,770-8539,Completed
411,National Hospital Organization Tokyo Medical Center,Japan,"Tokyo, Meguro-ku",,152-8902,Completed
412,Ome Municipal General Hospital,Japan,"Tokyo, Ome",,198-0042,Completed
413,Tokyo Rosai Hospital,Japan,"Tokyo, Ota-ku",,143-0013,Completed
414,Sekino Hospital,Japan,"Tokyo, Toshima-ku",,171-0014,Completed
415,Minami Wakayama Medical Center,Japan,"Wakayama, Tanabe",,646-8558,Completed
416,Kanmon Medical Center,Japan,"Yamaguchi, Shimonoseki",,752-8510,Completed
417,Hospital Cardiologica Aguascalientes,Mexico,Aguascalientes,,20230,Completed
418,"Centro de Investigacion Biomedica y Farmaceutica, S.C.",Mexico,Distrito Federal,,03100,Completed
419,Unidad de Investigacion Clinica Cardiometabolica de Occident,Mexico,Guadalajara,,44150,Completed
420,Diseño y Planeación en Investigación Médica SC,Mexico,Guadalajara,,44656,Completed
421,Cardiologia Clinica e Intervencionista,Mexico,Guadalajara,,44670,Completed
422,Instituto Nacional de Cardiologia Ignacio Chavez,Mexico,Mexico City,,14080,Completed
423,"Centro de Investigación Clinica Acelerada, S.C.",Mexico,México,,07020,Completed
424,"CEDOPEC-Ctro Esp en Diab, Obesidad y Prev de Enf Cardiovasc",Mexico,México,,11650,Completed
425,"Instituto Cardiovascular de Monclova, S de RL de CV",Mexico,Monclova,,25750,Completed
426,Hospital Universitario Dr Jose Eleuterio Gonzalez,Mexico,Nuevo León,,64460,Completed
427,Centro Integral Medico SJR S.C.,Mexico,San Juan del Río,,76800,Completed
428,Cardioarritmias e Investigación S.C,Mexico,San Luis Potosí City,,78213,Completed
429,Centro de Investigacion Cardiovascular y Metabolica,Mexico,Tijuana,,22500,Completed
430,Centro de Investigacion Medica Alberto Bazzoni S.A. de C.V.,Mexico,Torreón,,27000,Completed
431,Hospital Dr Angel Leano,Mexico,Zapopan,,45200,Completed
432,Ziekenhuisgroep Twente locatie Almelo,Netherlands,Almelo,,7609 PP,Completed
433,BovenIJ Ziekenhuis,Netherlands,Amsterdam,,1034 CS,Completed
434,"Onze Lieve Vrouwe Gasthuis, Locatie West",Netherlands,Amsterdam,,1061 AE,Completed
435,Amsterdam UMC Locatie VUMC,Netherlands,Amsterdam,,1081HV,Completed
436,Onze Lieve Vrouwe Gasthuis,Netherlands,Amsterdam,,1091AC,Completed
437,"Amsterdam UMC, Locatie AMC",Netherlands,Amsterdam,,1105 AZ,Completed
438,Rode Kruis Ziekenhuis Beverwijk,Netherlands,Beverwijk,,1942 LE,Completed
439,Tergooiziekenhuizen locatie Blaricum,Netherlands,Blaricum,,1261 AN,Completed
440,Amphia Ziekenhuis,Netherlands,Breda,,4818 CK,Completed
441,Ziekenhuis Gelderse Vallei,Netherlands,Ede,,6716 RP,Completed
442,Catharina Ziekenhuis,Netherlands,Eindhoven,,5623 EJ,Completed
443,Universitair Medisch Centrum Groningen,Netherlands,Groningen,,9713 GZ,Completed
444,Zuyderland Medisch Centrum,Netherlands,Heerlen,,6419 PC,Completed
445,Vasculair Onderzoek Centrum,Netherlands,Hoorn,,1624 NP,Completed
446,Maastricht Universitair Medisch Centrum,Netherlands,Maastricht,,6229 HX,Completed
447,Diaconessenhuis Meppel,Netherlands,Meppel,,7943 KA,Completed
448,"St. Antonius ziekenhuis, locatie Nieuwegein",Netherlands,Nieuwegein,,3435 CM,Completed
449,Radboud Universitair Medisch Centrum,Netherlands,Nijmegen,,6525 GL,Completed
450,HMC Bronovo,Netherlands,The Hague,,2597 AX,Completed
451,Ziekenhuis Bernhoven Uden,Netherlands,Uden,,5406 PT,Completed
452,Vie Curi Medisch Centrum,Netherlands,Venlo,,5912 BL,Completed
453,De Heel - Zaans Medisch Centrum,Netherlands,Zaandam,,1502 DV,Completed
454,Gelre Ziekenhuis Zutphen,Netherlands,Zutphen,,7207 AE,Completed
455,KLIMED Marek Klimkiewicz,Poland,Bialystok,,15-765,Completed
456,"Univ. Clinic Hosp, Bialystok",Poland,Bialystok,,15276,Completed
457,American Heart of Poland Sp. z o.o.,Poland,Bielsko-Biala,,43-316,Completed
458,NZOZ Centrum Medyczne KERmed,Poland,Bydgoszcz,,85231,Completed
459,Polsko-Amerykanskie Kliniki Serca,Poland,Chorzów,,32-500,Completed
460,American Heart of Poland Sp. z o.o.,Poland,Dąbrowa Górnicza,,41-300,Completed
461,Poradnia Kardiologiczna Jaroslaw Jurowiecki,Poland,Gdansk,,80-286,Completed
462,"University Clinical Center, Gdansk",Poland,Gdansk,,80952,Completed
463,Indywidualna Specjalistyczna Praktyka Lekarska,Poland,Gdynia,,81-157,Completed
464,"Saint Wincenty a Paulo Hosp., Cardiology Dept., Gdynia",Poland,Gdynia,,81348,Completed
465,Szpital Zakonu Bonifratow Sp. z o.o.,Poland,Katowice,,40-211,Completed
466,"Specialistic Cardiology&Hypertension Out-patient Clin,Kielce",Poland,Kielce,,25525,Completed
467,Leszek Bryniarski Specialized Medical Cabinet,Poland,Krakow,,30-082,Completed
468,Krakow Specialistic Hospital of John Paul II,Poland,Krakow,,31-202,Completed
469,"SANTA FAMILIA Centrum Badan, Profilaktyki i Leczenia",Poland,Lodz,,90-302,Completed
470,Nzoz Salus,Poland,Lodz,,91-302,Completed
471,Individual Specialized Practice,Poland,Lodz,,94-255,Completed
472,Lowickie Cardiology Center,Poland,Lowicz,,99-400,Completed
473,American Heart of Poland Sp. z o.o.,Poland,Nysa,,48-300,Completed
474,Medicome Sp. z o.o.,Poland,Oświęcim,,32-600,Completed
475,Specialized Practice Dr. Janusz Spyra,Poland,Ruda Śląska,,41-709,Completed
476,Centrum Medyczne Medyk,Poland,Rzeszów,,35-055,Completed
477,Lukmed Lukasz Wozniak,Poland,Siedlce,,08-110,Completed
478,"Clinmedica Research Omc sp. z o.o. sp.k., Skierniewice",Poland,Skierniewice,,96-100,Completed
479,KO-MED Centra Kliniczne Staszow,Poland,Staszów,,28-200,Completed
480,The Provincial Polyclinical Hospital in Torun,Poland,Torun,,87-100,Completed
481,American Heart of Poland Sp. z o.o.,Poland,Tychy,,43-100,Completed
482,American Heart of Poland Sp. z o.o.,Poland,Ustroń,,43-450,Completed
483,"Central Hospital of Medical Academy, Warsaw",Poland,Warsaw,,02-097,Completed
484,McM Polimedica,Poland,Warsaw,,02-777,Completed
485,4. Military Clinical Hospital with Polyclinic SP ZOZ,Poland,Wroclaw,,50-981,Completed
486,Zgierskie Center of Cardiology MED-PRO,Poland,Zgierz,,95-100,Completed
487,"Specialist Hospital J. Dietla NZOZ Specialized Clinic ""Gemini""",Poland,Żychlin,,62-571,Completed
488,Dong-A University Hospital,South Korea,Busan,,602-715,Completed
489,Inje University Busan Paik Hospital,South Korea,Busan,,614-735,Completed
490,Chungbuk National University Hospital,South Korea,Cheongju-si,,361-771,Completed
491,Chungnam National University Hospital,South Korea,Daejeon,,35015,Completed
492,Gachon University Gil Medical Center,South Korea,Incheon,,21565,Completed
493,Seoul National University Hospital,South Korea,Seoul,,03080,Completed
494,Severance Hospital,South Korea,Seoul,,03722,Completed
495,Asan Medical Center,South Korea,Seoul,,05505,Completed
496,Samsung Medical Center,South Korea,Seoul,,06351,Completed
497,Korea University Guro Hospital,South Korea,Seoul,,08308,Completed
498,Seoul National University Bundang Hospital,South Korea,Sungnam,,463-707,Completed
499,Wonju Severance Christian Hosp,South Korea,Wŏnju,,26426,Completed
500,Hospital Quiron. I.C.U.,Spain,Barcelona,,08023,Completed
501,Hospital Santa Creu i Sant Pau,Spain,Barcelona,,08026,Completed
502,Hospital Universitario Virgen de la Arrixaca,Spain,El Palmar,,30120,Completed
503,Hospital de Bellvitge,Spain,L'Hospitalet de Llobregat,,08907,Completed
504,Hospital Ramón y Cajal,Spain,Madrid,,28034,Completed
505,Hospital Clínico San Carlos,Spain,Madrid,,28040,Completed
506,Hospital Universitario 12 de Octubre,Spain,Madrid,,28041,Completed
507,Hospital La Paz,Spain,Madrid,,28046,Completed
508,Hospital Virgen de la Victoria,Spain,Málaga,,29010,Completed
509,Complejo Hospitalario Universitario de Orense,Spain,Ourense,,32005,Completed
510,Hospital Clínico de Santiago,Spain,Santiago de Compostela,,15706,Completed
511,Hospital Clínico Universitario de Valladolid,Spain,Valladolid,,47003,Completed
512,Barnet General Hospital,United Kingdom,Barnet,,EN5 3DJ,Completed
513,University Hospital of Wales,United Kingdom,Cardiff,,CF14 4XW,Completed
514,Park & St Francis Surgery,United Kingdom,Eastleigh,,SO53 4ST,Completed
515,Wycombe General Hospital,United Kingdom,High Wycombe,,HP11 2TT,Completed
516,Glenfield Hospital,United Kingdom,Leicester,,LE3 9QP,Completed
517,St Bartholomew's Hospital,United Kingdom,London,,EC1A 7BE,Completed
518,Luton and Dunstable University Hospital,United Kingdom,Luton,,LU4 0DZ,Completed
519,St Mary's Hospital,United Kingdom,Newport,,PO30 5TG,Completed
520,Morriston Hospital,United Kingdom,Swansea,,SA6 6NL,Completed
